time,event_id,event_type,length_event_list,length_queue,in_service,machine_status
871,871,departure,3,8,1,idle
872,872,arrival,2,6,1,idle
873,873,arrival,3,6,0,working
874,874,arrival,2,9,1,idle
875,875,arrival,0,4,1,working
876,876,departure,1,2,1,working
877,877,departure,1,5,0,idle
878,878,arrival,1,0,0,idle
879,879,departure,0,1,0,idle
880,880,arrival,3,9,0,idle
881,881,arrival,1,4,1,idle
882,882,arrival,1,8,1,idle
883,883,departure,0,1,0,working
884,884,departure,4,6,1,working
885,885,departure,1,7,1,idle
886,886,arrival,2,2,0,idle
887,887,departure,2,3,1,idle
888,888,departure,3,7,1,working
889,889,departure,2,2,1,idle
890,890,arrival,4,6,0,working
891,891,arrival,3,7,0,idle
892,892,departure,4,2,0,working
893,893,departure,1,4,1,working
894,894,departure,0,5,1,idle
895,895,departure,0,5,1,working
896,896,arrival,1,8,0,working
897,897,arrival,2,2,0,working
898,898,departure,0,3,1,working
899,899,arrival,3,1,0,working
900,900,arrival,4,1,1,idle
901,901,departure,2,7,1,idle
902,902,arrival,1,5,1,idle
903,903,departure,0,6,1,idle
904,904,arrival,0,0,1,working
905,905,arrival,0,9,1,working
906,906,arrival,0,5,0,working
907,907,arrival,2,3,1,idle
908,908,departure,0,6,1,working
909,909,arrival,1,6,1,idle
910,910,arrival,4,8,1,working
911,911,departure,3,9,1,idle
912,912,arrival,2,0,1,idle
913,913,arrival,1,6,0,idle
914,914,arrival,3,5,0,idle
915,915,departure,1,1,0,working
916,916,departure,0,9,1,idle
917,917,departure,2,8,0,working
918,918,departure,0,4,0,idle
919,919,arrival,0,4,1,working
920,920,arrival,2,1,0,working
921,921,departure,0,2,1,working
922,922,arrival,4,6,0,idle
923,923,departure,3,5,1,working
924,924,departure,4,4,0,working
925,925,departure,4,4,1,idle
926,926,arrival,0,7,0,working
927,927,departure,1,5,1,working
928,928,departure,0,7,1,idle
929,929,departure,3,6,1,idle
930,930,arrival,2,3,1,idle
931,931,departure,4,3,0,idle
932,932,arrival,3,1,0,working
933,933,departure,0,6,0,working
934,934,departure,0,8,1,working
935,935,arrival,3,6,1,idle
936,936,arrival,2,0,0,idle
937,937,arrival,2,6,0,working
938,938,departure,1,0,1,idle
939,939,departure,4,8,1,working
940,940,arrival,1,5,0,working
941,941,arrival,2,0,0,working
942,942,arrival,2,2,1,working
943,943,departure,2,2,0,working
944,944,departure,3,3,1,working
945,945,departure,0,1,1,idle
946,946,arrival,4,3,1,working
947,947,arrival,2,4,1,working
948,948,departure,3,6,1,idle
949,949,arrival,2,6,0,working
950,950,arrival,3,5,1,idle
951,951,arrival,4,4,1,working
952,952,departure,0,3,1,working
953,953,departure,1,6,0,working
954,954,departure,0,4,0,idle
955,955,arrival,0,0,1,working
956,956,arrival,2,1,0,idle
957,957,arrival,2,3,0,idle
958,958,arrival,4,6,0,idle
959,959,arrival,1,6,0,idle
960,960,arrival,0,5,1,working
961,961,departure,3,8,1,working
962,962,arrival,4,5,0,working
963,963,departure,0,7,1,idle
964,964,arrival,2,5,0,working
965,965,departure,1,8,1,working
966,966,arrival,0,9,0,working
967,967,arrival,1,7,0,working
968,968,departure,0,4,1,idle
969,969,departure,3,7,0,idle
970,970,departure,3,5,0,idle
971,971,arrival,0,8,1,idle
972,972,departure,4,6,0,idle
973,973,arrival,1,6,1,idle
974,974,departure,4,2,0,idle
975,975,arrival,1,5,1,idle
976,976,departure,2,8,0,idle
977,977,departure,0,1,1,idle
978,978,departure,1,4,0,working
979,979,arrival,3,9,1,working
980,980,departure,2,9,0,idle
981,981,arrival,1,8,1,working
982,982,arrival,2,0,0,working
983,983,departure,4,4,0,idle
984,984,arrival,2,0,1,idle
985,985,arrival,1,4,0,idle
986,986,arrival,1,9,0,working
987,987,arrival,1,0,0,working
988,988,departure,0,9,1,idle
989,989,arrival,1,8,0,idle
990,990,arrival,3,3,1,working
991,991,arrival,1,7,1,working
992,992,arrival,3,3,0,working
993,993,departure,1,5,0,working
994,994,departure,3,3,0,idle
995,995,departure,0,1,1,idle
996,996,departure,2,8,0,working
997,997,departure,0,8,1,working
998,998,arrival,1,2,1,idle
999,999,arrival,2,7,1,idle
1000,1000,departure,0,6,0,idle
